91177	5043
12985	4483
25150	4136
14397	3780
288653	3672
217471	3430
68212	3272
54386	2791
177172	2725
87433	2668
314086	2260
315812	2226
123630	2097
302247	1990
333259	1911
25323	1797
221730	1769
244143	1727
319911	1712
241705	1683
165401	1675
243769	1661
307202	1619
52478	1590
24825	1545
277126	1508
45592	1500
183796	1425
86545	1384
348629	1354
170541	1353
38941	1330
245936	1299
311604	1292
302369	1269
291341	1260
242151	1202
289658	1194
310418	1173
105434	1171
307140	1110
2078	1092
334187	1083
329834	1060
8402	1051
180413	1048
207935	1036
334240	1033
212702	1033
208383	1023
52176	1000
357810	999
183790	989
341456	988
207916	983
311262	976
187097	972
126831	964
212017	963
243307	959
16220	954
383719	940
107193	932
142745	927
292298	919
177486	919
211334	906
192716	902
285387	890
233632	885
354625	874
335634	869
305991	865
281075	862
337625	856
353700	851
301674	845
65358	841
97972	839
223714	835
266750	832
351764	830
105694	820
115162	816
90822	806
19682	803
353035	802
55364	799
138672	798
12554	796
3525	790
319788	771
245012	770
108137	764
49781	762
177574	760
384072	756
309384	750
248603	747
251150	745
362714	740
167248	732
154559	725
57500	718
142602	717
190006	716
261596	712
345265	708
132813	705
373947	702
165753	702
114624	692
259912	687
74558	678
74321	668
109807	659
311702	628
339774	626
11011	625
289238	618
157386	613
69165	608
192425	603
190270	597
302031	596
122591	595
195955	588
273894	587
314350	581
333064	578
25706	574
307414	573
170222	571
49469	568
284507	568
75497	563
117727	562
242558	561
129495	560
341506	559
115274	554
225108	553
329869	551
346138	549
30643	549
6449	543
297177	540
137197	539
16174	537
37133	535
198994	531
26935	529
170645	527
149371	526
128469	526
202995	518
287628	515
253868	504
282116	503
93787	498
123457	497
107825	497
309672	495
212753	495
175099	493
127365	485
2242	476
385556	475
326792	475
231280	474
82113	473
315546	473
70949	472
309748	469
30292	465
362643	462
28632	458
234609	458
365793	454
359476	449
261901	448
50740	447
147248	447
51070	445
37271	444
362652	444
262242	439
39401	435
134909	430
86689	427
84395	424
168430	424
290375	422
357202	421
229348	420
79814	416
62467	414
48333	414
191533	413
222088	412
154151	412
374516	411
287657	407
47391	403
40311	403
134402	403
295919	402
188333	402
49724	401
232040	399
130077	398
235657	396
10208	395
172688	394
105213	394
164696	389
327563	386
7612	385
195624	384
103524	382
207108	378
243516	375
311363	374
291569	372
206288	371
359613	370
340072	369
186927	369
315425	368
171320	368
841	364
207699	364
233124	363
76417	360
139086	359
239018	358
73317	354
309958	353
205995	351
186701	351
139370	347
320522	344
292369	342
98159	340
83123	340
186533	340
6982	339
123769	339
236511	338
280827	337
55106	336
335200	334
225153	334
142493	333
350908	332
237680	331
214742	331
211200	330
84387	328
116185	328
212675	326
238410	325
305383	324
188549	324
50871	323
378274	322
359201	322
121733	322
115101	322
196700	321
101204	320
314114	319
307268	318
68729	317
305541	317
250930	317
225221	317
215861	317
90106	316
293778	314
305444	313
138010	313
136139	313
150684	312
142382	312
256263	311
212852	311
330392	310
296742	308
72314	307
54368	307
364125	307
282298	307
251010	307
39842	306
351241	306
170306	306
27676	305
282103	304
196619	304
349536	302
136611	302
119433	302
301690	300
138136	300
106583	300
251101	299
48688	298
228613	297
305804	296
516	295
157648	295
322168	294
273887	294
363559	292
208780	292
183682	292
6146	291
362235	291
205438	291
203463	291
384037	290
8661	289
285257	289
261783	289
328524	288
173680	288
379742	287
270288	287
239262	286
16989	286
344876	285
295651	285
289099	282
151596	281
220273	280
245704	279
196087	279
374972	278
341964	278
252531	278
102034	278
332771	277
180961	277
150116	277
60252	276
41786	276
322987	276
19159	275
120857	275
353640	274
343207	274
147298	274
236978	273
155424	273
126648	273
82581	272
191499	272
125707	272
40539	271
374902	271
305496	271
302569	271
339094	270
287391	270
346955	269
343182	269
189538	269
128247	269
243846	268
283134	267
283244	266
233793	266
257947	265
351817	264
20801	264
161257	263
239676	262
197733	259
38470	258
219791	258
148050	258
76064	257
187655	257
36589	256
354487	256
311933	256
99425	254
49770	254
364051	254
322253	254
238581	254
197153	254
118874	254
78642	253
343061	253
74115	252
307628	252
3018	252
343755	251
216535	251
14903	251
281102	250
111771	250
312416	249
69259	248
142093	248
349271	247
300918	247
172483	247
331326	246
220520	246
183720	246
174070	246
16381	246
129519	246
7780	245
4947	245
247046	245
374326	244
218342	244
183998	244
24236	243
360102	242
305244	242
326432	241
302439	241
297989	241
231139	241
4604	240
145952	240
179479	239
78503	238
248176	238
220731	237
189050	237
48315	236
268340	236
219169	236
161507	236
132347	235
13187	235
76143	234
349184	234
251757	234
168417	233
148941	233
75998	232
272664	232
265420	232
168787	232
129142	232
97877	231
43152	231
321930	231
376874	230
340856	230
305213	230
229729	230
382217	229
321802	229
115589	229
112304	229
368737	228
345871	228
340310	228
296099	228
288347	228
222416	228
208130	228
208033	228
157562	228
1424	228
74238	227
166650	227
135204	227
126327	227
91773	226
218440	226
62960	225
174148	225
95103	224
224988	223
51296	222
256130	222
235145	222
182021	222
153273	222
120304	222
57565	221
303749	221
256499	221
247288	221
322843	219
280035	219
253545	219
247570	219
208289	219
138837	219
98924	218
381791	218
327413	218
220809	218
167661	218
11728	218
98664	217
77776	217
41953	217
362321	217
345815	217
318454	217
310842	217
231618	217
211749	217
189433	217
321409	216
270991	216
201980	216
134150	216
279780	215
278861	215
26673	215
191003	215
16177	215
92566	214
57825	214
341773	214
315493	214
31260	214
244189	214
239027	214
196875	214
11631	214
102124	214
342654	213
267178	213
97555	212
325835	212
186863	212
100897	212
37096	211
15003	211
71476	210
3444	210
307375	210
278243	210
206544	210
202559	210
373848	209
263933	209
90147	208
6977	208
2607	208
179422	208
138265	208
127276	208
73942	207
46477	207
334158	207
310180	207
228908	207
146033	207
65618	206
301623	206
206229	206
182010	206
70550	205
334460	205
284727	205
275346	205
154250	205
117309	205
70839	204
346089	204
339795	204
210673	204
196347	204
163838	204
147082	204
9119	203
371071	203
318282	203
257640	203
199859	203
170852	203
128662	203
373834	202
369289	202
348308	202
337785	202
293403	202
280794	202
232635	202
207426	202
175913	202
120153	202
361372	201
285288	201
176139	201
314491	199
268474	199
6883	198
66795	198
345969	198
331219	198
300169	198
285117	198
252131	198
241255	198
21403	198
89798	197
5592	197
361981	197
348832	197
231613	197
163994	197
159953	197
153860	197
37214	196
337653	196
253186	196
135287	196
78404	195
236352	195
349859	194
276631	194
192089	194
185028	194
130804	194
114510	194
305555	193
299350	192
222672	192
158075	192
335283	191
195865	191
180175	191
164880	191
359307	190
218666	190
99278	189
373327	189
31927	189
28476	189
245546	189
220770	189
36681	188
311677	188
283314	188
247762	188
222878	188
219826	188
183572	188
144511	188
90024	187
37465	187
134057	187
108314	187
107121	187
296731	186
231556	186
204139	186
151125	186
224878	185
173256	185
33534	184
263887	184
260240	184
252967	184
229028	184
40345	183
309892	183
281333	183
273305	183
228554	183
190448	183
78354	182
57378	182
348330	182
286585	182
284889	182
259576	182
250211	182
182917	182
159581	182
131791	182
324981	181
24622	181
220787	181
134665	181
79853	180
73369	180
65378	180
60866	180
346394	180
313059	180
264858	180
23789	180
193065	180
177514	180
141832	180
37054	179
348798	179
336511	179
297506	179
294109	179
277613	179
106209	179
67850	178
51953	178
361137	178
279154	178
245638	178
167128	178
112750	178
93895	177
58821	177
339376	177
33324	177
258100	177
191309	177
91219	176
363719	176
358268	176
208215	176
116409	176
278426	175
264415	175
238782	175
21818	175
160694	175
45144	174
34706	174
329426	174
305173	174
175675	174
126923	174
354593	173
277014	173
231773	173
109416	173
249193	172
247928	172
198038	172
143006	172
140746	172
135436	172
49238	171
48460	171
385272	171
314117	171
269229	171
90298	170
32471	170
111478	170
110350	170
69523	169
382629	169
372025	169
337483	169
32544	169
218902	169
180903	169
124000	169
33377	168
306274	168
211253	168
186261	168
185245	168
135226	168
337640	167
334775	167
297671	167
24407	167
201768	167
201403	167
159839	167
118588	167
42474	166
34876	166
341073	166
320656	166
287934	166
214555	166
212172	166
199498	166
192917	166
155015	166
154239	166
136621	166
99830	165
49150	165
359664	165
347697	165
34556	165
334945	165
332916	165
301669	165
288799	165
285175	165
245404	165
174906	165
160287	165
151639	165
147709	165
523	164
4001	164
319783	164
299971	164
281108	164
229752	164
210933	164
186377	164
180706	164
337760	163
31834	163
300759	163
255729	163
22636	163
194394	163
193512	163
134590	163
68826	162
5802	162
373125	162
353019	162
332643	162
323034	162
316723	162
168618	162
362835	161
347965	161
331201	161
294932	161
189628	161
157485	161
106938	161
56866	160
55664	160
34948	160
288712	160
259934	160
21513	160
189294	160
154167	160
129078	160
243012	159
228276	159
224214	159
148457	159
12988	159
101650	159
816	158
361724	158
314143	158
292884	158
268965	158
218183	158
187555	158
112220	158
91108	157
37954	157
340423	157
276684	157
234559	157
171653	157
152195	157
83309	156
293373	156
270978	156
265904	156
264184	156
221632	156
194024	156
153745	156
11123	156
51814	155
43048	155
364673	155
292988	155
283197	155
210627	155
205270	155
147736	155
108625	155
96530	154
94623	154
63245	154
380489	154
294389	154
28484	154
279090	154
226229	154
161020	154
147076	154
144703	154
144294	154
136023	154
121351	154
109239	154
97978	153
81531	153
73887	153
64330	153
374758	153
350380	153
307668	153
301077	153
274986	153
16634	153
154570	153
98307	152
96041	152
69799	152
384923	152
329364	152
321387	152
268503	152
258181	152
127140	152
111061	152
324618	151
301963	151
291184	151
266606	151
235235	151
108845	151
90974	150
69487	150
52844	150
36622	150
292274	150
268231	150
255663	150
245824	150
221812	150
17677	150
169849	150
158889	150
152870	150
348139	149
347520	149
31669	149
287295	149
184241	149
18238	149
177419	149
151113	149
120447	149
96367	148
64001	148
362709	148
351054	148
330167	148
325452	148
307098	148
277268	148
249864	148
195911	148
189725	148
178571	148
148495	148
137187	148
135695	148
8681	147
57948	147
378063	147
375896	147
349681	147
341173	147
340112	147
33438	147
3244	147
308918	147
258513	147
251933	147
237366	147
204320	147
169838	147
13793	147
119343	147
6529	146
6525	146
53180	146
361363	146
3100	146
29476	146
294419	146
279943	146
25631	146
233143	146
83365	145
72219	145
337637	145
262794	145
25903	145
24069	145
207334	145
2059	145
180600	145
169324	145
156046	145
126471	145
124120	145
115090	145
106003	145
333023	144
310521	144
263727	144
240551	144
219739	144
94236	143
84628	143
84086	143
82096	143
73628	143
374848	143
367596	143
337491	143
32260	143
276360	143
273861	143
256556	143
244172	143
241932	143
230249	143
21767	143
200171	143
158844	143
9033	142
76011	142
57225	142
42731	142
381334	142
359317	142
287349	142
182435	142
180802	142
148639	142
383583	141
380200	141
35337	141
352107	141
346912	141
330152	141
327320	141
278538	141
276233	141
261364	141
26090	141
249272	141
200698	141
143039	141
84254	140
81300	140
360928	140
299125	140
277831	140
27348	140
269572	140
144822	140
125582	140
10986	140
87177	139
50719	139
337888	139
318235	139
300977	139
300008	139
244539	139
208311	139
197324	139
150638	139
136450	139
102249	139
39112	138
32810	138
319945	138
299654	138
293104	138
286052	138
267326	138
212324	138
121439	138
116743	138
47058	137
373403	137
36208	137
295286	137
25262	137
208885	137
178479	137
170690	137
123797	137
69375	136
373912	136
372001	136
277861	136
273650	136
222348	136
157291	136
371952	135
369840	135
364795	135
331951	135
324124	135
315822	135
301603	135
292864	135
291851	135
271459	135
252651	135
250964	135
242113	135
225998	135
102372	135
94064	134
91503	134
386075	134
372612	134
317561	134
305887	134
285974	134
267015	134
250719	134
231616	134
220688	134
214510	134
206088	134
183609	134
137041	134
91396	133
71547	133
64031	133
44181	133
363825	133
351767	133
348240	133
299606	133
293365	133
284759	133
240656	133
165488	133
163900	133
125212	133
112487	133
89424	132
57369	132
4839	132
384068	132
372412	132
288371	132
256818	132
235858	132
232520	132
20449	132
178954	132
16116	132
330417	131
307269	131
283346	131
239655	131
217030	131
20355	131
188289	131
163624	131
115469	131
81197	130
60719	130
41903	130
340895	130
297118	130
261411	130
252613	130
229101	130
178622	130
153861	130
130738	130
100960	130
87501	129
70178	129
384867	129
368622	129
366327	129
324455	129
287187	129
27564	129
217329	129
21674	129
206948	129
200091	129
177261	129
170253	129
162388	129
153480	129
151249	129
150084	129
132198	129
127052	129
99151	128
90958	128
90152	128
7203	128
52422	128
42538	128
38754	128
380790	128
366210	128
327479	128
276655	128
257902	128
252177	128
186035	128
15215	128
145857	128
132519	128
102500	128
61740	127
366790	127
345989	127
335216	127
327677	127
316038	127
280136	127
254792	127
253539	127
250917	127
222990	127
2190	127
203427	127
165178	127
162907	127
103260	127
42446	126
405	126
39506	126
363607	126
360918	126
358364	126
349518	126
340079	126
33956	126
310583	126
30990	126
289391	126
279073	126
263738	126
249909	126
249081	126
245956	126
236496	126
227294	126
210377	126
194613	126
191665	126
129224	126
12113	126
117083	126
113114	126
112343	126
80654	125
74372	125
62396	125
385600	125
383907	125
376619	125
330812	125
322495	125
288840	125
286060	125
280418	125
266087	125
234868	125
22776	125
196554	125
158652	125
152593	125
121731	125
79284	124
56676	124
36635	124
344330	124
275973	124
265955	124
232322	124
223421	124
203871	124
161874	124
7537	123
57358	123
373158	123
35349	123
339503	123
331589	123
329983	123
320725	123
301559	123
291183	123
266702	123
248734	123
248512	123
233420	123
230637	123
209098	123
208210	123
178028	123
173528	123
172111	123
152809	123
124904	123
108521	123
86019	122
6110	122
5310	122
38419	122
382090	122
353980	122
353557	122
342905	122
34149	122
33283	122
32641	122
30001	122
289706	122
286878	122
270673	122
251394	122
234040	122
23321	122
210391	122
159300	122
136472	122
77729	121
68779	121
54359	121
384804	121
363499	121
354962	121
350051	121
348559	121
328598	121
28377	121
26644	121
244871	121
195299	121
192057	121
169794	121
164421	121
163185	121
13587	121
80219	120
58973	120
54263	120
367995	120
350606	120
348088	120
339377	120
339121	120
311682	120
273153	120
248942	120
245621	120
241712	120
231464	120
195347	120
182366	120
179466	120
128659	120
105438	120
10382	120
99563	119
87138	119
8451	119
7146	119
61830	119
48863	119
40092	119
379118	119
338530	119
337702	119
337389	119
256327	119
243871	119
215487	119
205212	119
155444	119
155148	119
150661	119
117175	119
100632	119
86957	118
36572	118
352804	118
336902	118
310269	118
300492	118
289214	118
282859	118
279707	118
246840	118
245010	118
220580	118
156768	118
140195	118
100846	118
86295	117
77141	117
376799	117
304780	117
295676	117
288122	117
281498	117
210807	117
208803	117
204174	117
198350	117
193240	117
18983	117
136659	117
135716	117
12454	117
122127	117
115690	117
94044	116
68333	116
45097	116
375999	116
36784	116
366904	116
3449	116
342107	116
318169	116
299538	116
298108	116
288817	116
267574	116
237619	116
209803	116
195447	116
177746	116
170197	116
142046	116
141058	116
137693	116
116856	116
101210	116
83928	115
69100	115
380379	115
361918	115
338416	115
335530	115
308356	115
307821	115
279862	115
273095	115
266818	115
22068	115
144266	115
134734	115
120218	115
6969	114
51244	114
375894	114
351831	114
336192	114
323250	114
316441	114
314038	114
307594	114
286407	114
277006	114
268419	114
267216	114
263553	114
253589	114
213331	114
212756	114
208357	114
116596	114
112441	114
92976	113
76336	113
55721	113
37444	113
335301	113
32307	113
315652	113
313730	113
306401	113
283784	113
283501	113
273655	113
245580	113
203031	113
17994	113
172292	113
160363	113
154096	113
136184	113
105150	113
103382	113
66513	112
50988	112
37046	112
350111	112
349023	112
341677	112
337939	112
335674	112
335062	112
322149	112
281212	112
257797	112
253432	112
243773	112
22204	112
219968	112
167163	112
164049	112
